word,tag,number
،,O,8727
والمكاتب,O,8728
في,O,8729
الدول,O,8730
العربية,O,8731
على,O,8732
أن,O,8733
تكون,O,8734
الدولة,O,8735
المضيفة,O,8736
في,O,8737
كل,O,8738
مرة,O,8739
هي,O,8740
المسؤولة,O,8741
عن,O,8742
مثل,O,8743
هذا,O,8744
التنسيق,O,8745
فيما,O,8746
بين,O,8747
الاجتماعين,O,8748
.,O,8749
ودعا,O,8751
الاجتماع,O,8752
جامعة,B-ORG,8753
الدول,I-ORG,8754
العربية,I-ORG,8755
الى,O,8756
التنسيق,O,8757
مع,O,8758
الدول,O,8759
العربية,O,8760
والمنظمة,B-ORG,8761
العالمية,I-ORG,8762
للملكية,I-ORG,8763
الفكرية,I-ORG,8764
لعقد,O,8765
الاجتماع,O,8766
القادم,O,8767
.,O,8768
وكان,O,8770
السيد,O,8771
أحمد,B-PERS,8772
يوسف,I-PERS,8773
الجفيري,I-PERS,8774
رئىس,O,8775
قسم,B-ORG,8776
الملكية,I-ORG,8777
الصناعية,I-ORG,8778
بوزارة,B-ORG,8779
الاقتصاد,I-ORG,8780
والتجارة,I-ORG,8781
القى,O,8782
كلمة,O,8783
في,O,8784
ختام,O,8785
اعمال,O,8786
الاجتماع,O,8787
قال,O,8788
فيها,O,8789
:,O,8790
يسرني,O,8791
نيابة,O,8792
عن,O,8793
سعادة,O,8794
الشيخ,O,8795
حمد,B-ORG,8796
بن,I-ORG,8797
فيصل,I-ORG,8798
آل,I-ORG,8799
ثاني,I-ORG,8800
وزير,O,8801
الاقتصاد,O,8802
والتجارة,O,8803
في,O,8804
ختام,O,8805
الاجتماع,O,8806
ان,O,8807
اعرب,O,8808
لكم,O,8809
عن,O,8810
سعادتنا,O,8811
لمشاركتكم,O,8812
وحضوركم,O,8813
الاجتماع,O,8814
الاقليمي,O,8815
العربي,O,8816
التنسيقي,O,8817
المشترك,O,8818
بين,O,8819
الويبو,B-ORG,8820
وجامعة,I-ORG,8821
الدول,I-ORG,8822
العربية,I-ORG,8823
كما,O,8824
عبر,O,8825
في,O,8826
ختام,O,8827
كلمته,O,8828
بالشكر,O,8829
للمنظمة,B-ORG,8830
العالمية,I-ORG,8831
للملكية,I-ORG,8832
الفكرية,I-ORG,8833
وممثلي,O,8834
جامعة,B-ORG,8835
الدول,I-ORG,8836
العربية,I-ORG,8837
ووفود,O,8838
الدول,O,8839
العربية,O,8840
للجهود,O,8841
التي,O,8842
بذلوها,O,8843
طيلة,O,8844
فترة,O,8845
انعقاد,O,8846
الاجتماع.,O,8847
عواصم,O,8848
-,O,8849
وكالات:,O,8850
كرر,O,8851
وزير,O,8852
الخارجية,O,8853
الفرنسي,O,8854
دومينيك,B-PERS,8855
دو,I-PERS,8856
فيلبان,I-PERS,8857
أمس,O,8858
القول,O,8859
ان,O,8860
فرنسا,B-LOC,8861
"""",O,8862
ترفض,O,8863
اللجوء,O,8864
التلقائي,O,8865
الى,O,8866
القوة,O,8867
"""",O,8868
.,O,8869
وشدد,O,8871
الوزير,O,8872
خلال,O,8873
حوار,O,8874
حول,O,8875
العراق,B-LOC,8876
في,O,8877
مجلس,O,8878
الشيوخ,O,8879
"""",O,8880
ان,O,8881
فرنسا,B-LOC,8882
لن,O,8883
توافق,O,8884
على,O,8885
صيغة,O,8886
تعطي,O,8887
شيكا,O,8888
على,O,8889
بياض,O,8890
على,O,8891
اي,O,8892
تحرك,O,8893
قد,O,8894
يتخذ,O,8895
في,O,8896
حال,O,8897
لم,O,8898
يوف,O,8899
العراق,B-LOC,8900
بواجباته,O,8901
"""",O,8902
.,O,8903
واضاف,O,8905
"""",O,8906
يجب,O,8907
على,O,8908
العراق,B-LOC,8909
ان,O,8910
ينزع,O,8911
أسلحته,O,8912
وان,O,8913
ينصاع,O,8914
لمراقبة,O,8915
صارمة,O,8916
"""",O,8917
،,O,8918
مشددا,O,8919
على,O,8920
ان,O,8921
فرنسا,B-LOC,8922
ستواصل,O,8923
"""",O,8924
التحرك,O,8925
بأكبر,O,8926
قدر,O,8927
ممكن,O,8928
من,O,8929
الحزم,O,8930
تجاه,O,8931
نظام,O,8932
ما,O,8933
انفك,O,8934
يكذب,O,8935
على,O,8936
الأسرة,O,8937
الدولية,O,8938
منذ,O,8939
سنوات,O,8940
مراهنا,O,8941
على,O,8942
انقساماتها,O,8943
وغياب,O,8944
تصميمها,O,8945
"""",O,8946
.,O,8947
على,O,8949
ذات,O,8950
الصعيد,O,8951
عرضت,O,8952
فرنسا,B-LOC,8953
مقترحات,O,8954
جديدة,O,8955
من,O,8956
اجل,O,8957
مشروع,O,8958
قرار,O,8959
للأمم,B-ORG,8960
المتحدة,I-ORG,8961
على,O,8962
الولايات,B-LOC,8963
المتحدة,I-LOC,8964
وبريطانيا,B-LOC,8965
،,O,8966
لكن,O,8967
دبلوماسيين,O,8968
قالوا,O,8969
أنها,O,8970
لم,O,8971
تصل,O,8972
بعد,O,8973
إلى,O,8974
الحد,O,8975
الذي,O,8976
يرضي,O,8977
واشنطن,B-LOC,8978
.,O,8979
وقدم,O,8981
سفير,O,8982
فرنسا,B-LOC,8983
لدى,O,8984
الأمم,B-ORG,8985
المتحدة,I-ORG,8986
جان,B-PERS,8987
دافيد,I-PERS,8988
ليفيت,I-PERS,8989
مشروع,O,8990
قرار,O,8991
جديدا,O,8992
الى,O,8993
السفير,O,8994
الأميركى,O,8995
جون,B-PERS,8996
نجروبونتي,I-PERS,8997
،,O,8998
لكن,O,8999
سفيرا,O,9000
مطلعا,O,9001
على,O,9002
الوثيقة,O,9003
قال,O,9004
انها,O,9005
مماثلة,O,9006
فيما,O,9007
يبدو,O,9008
لمشروع,O,9009
سابق,O,9010
عرضته,O,9011
فرنسا,B-LOC,9012
.,O,9013
غير,O,9015
ان,O,9016
فرنسا,B-LOC,9017
في,O,9018
المشروع,O,9019
الجديد,O,9020
سلمت,O,9021
بان,O,9022
مفتشي,O,9023
الأمم,B-ORG,9024
المتحدة,I-ORG,9025
للأسلحة,O,9026
يحتاجون,O,9027
الى,O,9028
تعليمات,O,9029
اشد,O,9030
صرامة,O,9031
،,O,9032
لدخول,O,9033
المفتشين,O,9034
مجمعات,O,9035
قصور,O,9036
الرئاسة,O,9037
للرئيس,O,9038
صدام,B-PERS,9039
حسين,I-PERS,9040
والتي,O,9041
تخضع,O,9042
الان,O,9043
لإجراءات,O,9044
خاصة,O,9045
.,O,9046
وقال,O,9048
المبعوث,O,9049
،,O,9050
طالبا,O,9051
الا,O,9052
ينشر,O,9053
اسمه,O,9054
"""",O,9055
انه,O,9056
جديد,O,9057
لكنه,O,9058
في,O,9059
جوهره,O,9060
لا,O,9061
يختلف,O,9062
كثيرا,O,9063
"""",O,9064
.,O,9065
وقال,O,9067
اخرون,O,9068
دونما,O,9069
إسهاب,O,9070
ان,O,9071
صياغة,O,9072
المشروع,O,9073
الجديد,O,9074
اقرب,O,9075
الى,O,9076
مشروع,O,9077
صاغته,O,9078
الولايات,B-LOC,9079
المتحدة,I-LOC,9080
.,O,9081
وكانت,O,9083
الولايات,B-LOC,9084
المتحدة,I-LOC,9085
وزعت,O,9086
بصورة,O,9087
غير,O,9088
رسمية,O,9089
مشروع,O,9090
قرار,O,9091
صارم,O,9092
يتضمن,O,9093
إعادة,O,9094
كتابة,O,9095
القواعد,O,9096
الأساسية,O,9097
لعمليات,O,9098
التفتيش,O,9099
،,O,9100
ويسمح,O,9101
لاي,O,9102
عضو,O,9103
في,O,9104
الامم,B-ORG,9105
المتحدة,I-ORG,9106
بان,O,9107
يقرر,O,9108
دون,O,9109
مشاورة,O,9110
مجلس,B-ORG,9111
الأمن,I-ORG,9112
،,O,9113
متي,O,9114
انتهك,O,9115
العراق,B-LOC,9116
شروط,O,9117
اي,O,9118
قرار,O,9119
ثم,O,9120
يوجه,O,9121
ضربة,O,9122
عسكرية,O,9123
اليه,O,9124
.,O,9125
غير,O,9127
ان,O,9128
فرنسا,B-LOC,9129
تريد,O,9130
استصدار,O,9131
قرارين,O,9132
الأول,O,9133
ينص,O,9134
على,O,9135
ان,O,9136
يجتمع,O,9137
مجلس,B-ORG,9138
الامن,I-ORG,9139
المؤلف,O,9140
من,O,9141
15,O,9142
عضوا,O,9143
على,O,9144
الفور,O,9145
في,O,9146
أعقاب,O,9147
"""",O,9148
تقاعس,O,9149
خطير,O,9150
من,O,9151
جانب,O,9152
العراق,B-LOC,9153
عن,O,9154
الوفاء,O,9155
بالتزاماته,O,9156
"""",O,9157
و,O,9158
"""",O,9159
يدرس,O,9160
اي,O,9161
إجراء,O,9162
لضمان,O,9163
الإذعان,O,9164
التام,O,9165
"""",O,9166
.,O,9167
تتضمن,O,9169
هذه,O,9170
الصيغة,O,9171
العمل,O,9172
العسكري,O,9173
.,O,9174
اما,O,9175
القرار,O,9176
الثاني,O,9177
فيجيز,O,9178
صراحة,O,9179
استخدام,O,9180
القوة,O,9181
.,O,9182
وكانت,O,9184
فرنسا,B-LOC,9185
التي,O,9186
وزعت,O,9187
بشكل,O,9188
غير,O,9189
رسمي,O,9190
مقترحاتها,O,9191
على,O,9192
بضعة,O,9193
أعضاء,O,9194
في,O,9195
مجلس,B-ORG,9196
الأمن,I-ORG,9197
،,O,9198
قد,O,9199
قالت,O,9200
انها,O,9201
لن,O,9202
تتقدم,O,9203
بمشروعها,O,9204
،,O,9205
حتي,O,9206
تقدم,O,9207
الولايات,B-ORG,9208
المتحدة,I-ORG,9209
رسميا,O,9210
مشروعها,O,9211
دون,O,9212
تعديلات,O,9213
.,O,9214
وقال,O,9216
دبلوماسيون,O,9217
ان,O,9218
الولايات,B-LOC,9219
المتحدة,I-LOC,9220
ترى,O,9221
ان,O,9222
فرنسا,B-LOC,9223
ذات,O,9224
أهمية,O,9225
بالغة,O,9226
في,O,9227
محاولة,O,9228
التوصل,O,9229
الى,O,9230
قرار,O,9231
للامم,B-ORG,9232
المتحدة,I-ORG,9233
يجيز,O,9234
استخدام,O,9235
القوة,O,9236
ضد,O,9237
العراق,B-LOC,9238
،,O,9239
وانه,O,9240
من,O,9241
المتوقع,O,9242
اذا,O,9243
وافقت,O,9244
باريس,B-LOC,9245
ان,O,9246
تحذو,O,9247
الدول,O,9248
الأخرى,O,9249
حذوها,O,9250
.,O,9251
وقال,O,9253
الدبلوماسيون,O,9254
ان,O,9255
فرنسا,B-LOC,9256
تريد,O,9257
أيضا,O,9258
ان,O,9259
تحذف,O,9260
من,O,9261
المشروع,O,9262
الأميركى,O,9263
إشارة,O,9264
الى,O,9265
حق,O,9266
أعضاء,O,9267
مجلس,B-ORG,9268
الامن,I-ORG,9269
الدائمين,O,9270
،,O,9271
في,O,9272
مصاحبة,O,9273
المفتشين,O,9274
واقتراح,O,9275
المواقع,O,9276
المشتبه,O,9277
بها,O,9278
لتفتيشها,O,9279
.,O,9280
وهي,O,9282
تعارض,O,9283
مطالب,O,9284
واشنطن,B-LOC,9285
بفرض,O,9286
"""",O,9287
مناطق,O,9288
محظورة,O,9289
"""",O,9290
تنفذ,O,9291
عسكريا,O,9292
ويمنع,O,9293
العراقيون,O,9294
من,O,9295
الطيران,O,9296
فيها,O,9297
.,O,9298
وتقول,O,9300
بريطانيا,B-LOC,9301
انها,O,9302
تميل,O,9303
الى,O,9304
قبول,O,9305
منهج,O,9306
القرارين,O,9307
وتساند,O,9308
روسيا,B-LOC,9309
حتى,O,9310
الآن,O,9311
فرنسا,B-LOC,9312
.,O,9313
وفي,O,9315
واشنطن,B-LOC,9316
قال,O,9317
وزير,O,9318
الخارجية,O,9319
الاميركي,O,9320
كولن,B-PERS,9321
باول,I-PERS,9322
أمس,O,9323
الأول,O,9324
انه,O,9325
من,O,9326
الواضح,O,9327
ان,O,9328
معظم,O,9329
أعضاء,O,9330
مجلس,B-ORG,9331
الامن,I-ORG,9332
يتفقون,O,9333
على,O,9334
ضرورة,O,9335
إصدار,O,9336
قرار,O,9337
جديد,O,9338
،,O,9339
لكنهم,O,9340
يقرون,O,9341
بوجود,O,9342
اختلافات,O,9343
.,O,9344
وفي,O,9346
باريس,B-LOC,9347
قال,O,9348
جان,B-PERS,9349
بيير,I-PERS,9350
رافاران,I-PERS,9351
رئيس,O,9352
الوزراء,O,9353
الفرنسي,O,9354
انه,O,9355
يتعين,O,9356
على,O,9357
مجلس,B-ORG,9358
الأمن,I-ORG,9359
ان,O,9360
يتخذ,O,9361
كل,O,9362
إجراء,O,9363
يحتاجه,O,9364
لنزع,O,9365
تسلح,O,9366
العراق,B-LOC,9367
،,O,9368
ولكن,O,9369
ينبغي,O,9370
ان,O,9371
يكون,O,9372
العمل,O,9373
العسكري,O,9374
هو,O,9375
الملاذ,O,9376
الاخير,O,9377
.,O,9378
وقال,O,9380
رافاران,B-PERS,9381
في,O,9382
اول,O,9383
حديث,O,9384
مهم,O,9385
له,O,9386
في,O,9387
مجال,O,9388
الشؤون,O,9389
الخارجية,O,9390
أمام,O,9391
الجمعية,B-ORG,9392
الوطنية,I-ORG,9393
،,O,9394
انه,O,9395
ما,O,9396
من,O,9397
شك,O,9398
في,O,9399
ان,O,9400
العراق,B-LOC,9401
خطر,O,9402
محتمل,O,9403
على,O,9404
الشرق,B-LOC,9405
الأوسط,I-LOC,9406
،,O,9407
ولكن,O,9408
ينبغي,O,9409
لاي,O,9410
عمل,O,9411
عسكري,O,9412
ان,O,9413
ينفذ,O,9414
بتأييد,O,9415
دولي,O,9416
واسع,O,9417
النطاق,O,9418
.,O,9419
وانتقد,O,9421
بشكل,O,9422
غير,O,9423
مباشر,O,9424
الموقف,O,9425
الأميركى,O,9426
في,O,9427
أزمة,O,9428
العراق,B-LOC,9429
من,O,9430
خلال,O,9431
التحذير,O,9432
من,O,9433
"""",O,9434
الرؤية,O,9435
المفرطة,O,9436
في,O,9437
التبسيط,O,9438
للحرب,O,9439
بين,O,9440
الخير,O,9441
والشر,O,9442
"""",O,9443
.,O,9444
وقال,O,9446
"""",O,9447
يمثل,O,9448
العراق,B-LOC,9449
بلا,O,9450
جدال,O,9451
خطرا,O,9452
محتملا,O,9453
على,O,9454
الأمن,O,9455
في,O,9456
المنطقة,O,9457
"""",O,9458
.,O,9459
وأصر,O,9461
رافاران,B-PERS,9462
ان,O,9463
مجلس,B-ORG,9464
الامن,I-ORG,9465
هو,O,9466
المنوط,O,9467
بمنع,O,9468
العراق,B-LOC,9469
من,O,9470
امتلاك,O,9471
اسلحة,O,9472
للدمار,O,9473
الشامل,O,9474
"""",O,9475
دون,O,9476
استبعاد,O,9477
اي,O,9478
خيارات,O,9479
"""",O,9480
بشأن,O,9481
كيفية,O,9482
تحقيق,O,9483
ذلك,O,9484
.,O,9485
واضاف,O,9487
"""",O,9488
لا,O,9489
يمكن,O,9490
التفكير,O,9491
في,O,9492
استخدام,O,9493
القوة,O,9494
الا,O,9495
كملاذ,O,9496
أخير,O,9497
.,O,9498
.,O,9500
الحرب,O,9501
ليست,O,9502
فرصة,O,9503
وانما,O,9504
حل,O,9505
مشدد,O,9506
يتعين,O,9507
عدم,O,9508
الأخذ,O,9509
به,O,9510
الا,O,9511
عند,O,9512
الحاجة,O,9513
الضرورية,O,9514
جدا,O,9515
"""",O,9516
.,O,9517
تشارلز,B-PERS,9519
الأول,I-PERS,9520
(,O,9521
Charles,B-PERS,9522
I,I-PERS,9523
),O,9524
عاش,O,9525
(,O,9526
دانفيرملين,B-LOC,9527
1600-,O,9528
لندن,B-LOC,9529
1649,O,9530
م,O,9531
),O,9532
هو,O,9533
ملك,O,9534
إنكلترا,B-LOC,9535
،,O,9536
وأسكتلندا,B-LOC,9537
،,O,9538
وآيرلندا,B-LOC,9539
(,O,9540
1625-1649,O,9541
م,O,9542
),O,9543
،,O,9544
وابن,O,9545
الملك,O,9546
السابق,O,9547
جيمس,B-PERS,9548
الأول,I-PERS,9549
ستيوارت,I-PERS,9550
.,O,9551
دفعه,O,9553
وزرائه,O,9554
،,O,9555
بكنغهام,B-LOC,9556
وسترافورد,B-LOC,9557
وكذا,O,9558
أسقف,O,9559
لود,O,9560
وزوجته,O,9561
هنرِييت,B-PERS,9562
من,O,9563
فرنسا,B-LOC,9564
إلى,O,9565
الاستبداد,O,9566
بالحكم,O,9567
،,O,9568
مما,O,9569
جعل,O,9570
المعارضة,O,9571
في,O,9572
البرلمان,O,9573
تنتفض,O,9574
عليه,O,9575
.,O,9576
قام,O,9578
بحل,O,9579
البرلمان,O,9580
عام,O,9581
1629,O,9582
م,O,9583
عندما,O,9584
طالبه,O,9585
بأن,O,9586
يلتزم,O,9587
بتوقيع,O,9588
وثيقة,O,9589
تضمن,O,9590
المزيد,O,9591
من,O,9592
الحريات,O,9593
والحقوق,O,9594
.,O,9595
حاول,O,9597
الملك,O,9598
أن,O,9599
يحكم,O,9600
بمفرده,O,9601
(,O,9602
الفترة,O,9603
:,O,9604
1629-1640,O,9605
م,O,9606
),O,9607
،,O,9608
إلا,O,9609
أن,O,9610
انتفاضة,O,9611
الأسكتلنديين,O,9612
أجبرته,O,9613
أن,O,9614
يستدعي,O,9615
البرلمان,O,9616
من,O,9617
جديد,O,9618
(,O,9619
1640,O,9620
م,O,9621
),O,9622
،,O,9623
فقد,O,9624
كان,O,9625
في,O,9626
حاجة,O,9627
إلى,O,9628
الأموال,O,9629
لتجهيز,O,9630
قواته,O,9631
.,O,9632
انتهز,O,9634
البرلمانيون,O,9635
الفرصة,O,9636
فأطاحوا,O,9637
برأسي,O,9638
كل,O,9639
من,O,9640
سترافورد,B-LOC,9641
وأسقف,O,9642
لود,B-LOC,9643
.,O,9644
لم,O,9646
يحرك,O,9647
الملك,O,9648
ساكنا,O,9649
أمام,O,9650
مقتل,O,9651
رجاله,O,9652
المقربين,O,9653
،,O,9654
وكتم,O,9655
حقده,O,9656
في,O,9657
نفسه,O,9658
،,O,9659
وفي,O,9660
المقابل,O,9661
لاقى,O,9662
انحياز,O,9663
الملك,O,9664
للأطراف,O,9665
الكاثوليكية,O,9666
وكذا,O,9667
محاولته,O,9668
للاستفراد,O,9669
بالحكم,O,9670
استهجانا,O,9671
كبيرا,O,9672
لدى,O,9673
البرلمانيين,O,9674
.,O,9675
أدت,O,9677
هذه,O,9678
الظعائن,O,9679
المتبادلة,O,9680
،,O,9681
إلى,O,9682
قطع,O,9683
العلاقة,O,9684
بين,O,9685
الطرفين,O,9686
نهائيا,O,9687
عام,O,9688
1645,O,9689
م,O,9690
.,O,9691
اندلعت,O,9693
الحرب,O,9694
الأهلية,O,9695
بين,O,9696
أنصار,O,9697
الملك,O,9698
من,O,9699
جهة,O,9700
وجيش,O,9701
البرلمانيين,O,9702
والأسكتلنديين,O,9703
(,O,9704
حلفائهم,O,9705
الجدد,O,9706
),O,9707
من,O,9708
جهة,O,9709
أخرى,O,9710
.,O,9711
في,O,9713
نفس,O,9714
السنة,O,9715
1645,O,9716
م,O,9717
منيت,O,9718
القوات,O,9719
الملكية,O,9720
بهزيمة,O,9721
في,O,9722
نيزبي,B-LOC,9723
.,O,9724
وجد,O,9726
تشارلز,B-PERS,9727
نفسه,O,9728
معزولا,O,9729
فقام,O,9730
في,O,9731
العام,O,9732
التالي,O,9733
(,O,9734
1646,O,9735
م,O,9736
),O,9737
بتسليم,O,9738
نفسه,O,9739
للأسكتلنديين,O,9740
،,O,9741
والذي,O,9742
سلموه,O,9743
بدورهم,O,9744
إلى,O,9745
البرلمانيين,O,9746
.,O,9747
استطاع,O,9749
الفرار,O,9750
سنة,O,9751
1647,O,9752
م,O,9753
،,O,9754
لتندلع,O,9755
الحرب,O,9756
الأهلية,O,9757
مرة,O,9758
ثانية,O,9759
،,O,9760
كان,O,9761
الملك,O,9762
قد,O,9763
أقام,O,9764
تحالفا,O,9765
جديدا,O,9766
مع,O,9767
الأسكتلنديين,O,9768
،,O,9769
في,O,9770
مقابل,O,9771
إعطائهم,O,9772
بعض,O,9773
الحريات,O,9774
الدينية,O,9775
،,O,9776
إلا,O,9777
أن,O,9778
قائد,O,9779
الثوار,O,9780
أوليفر,B-PERS,9781
كرومول,I-PERS,9782
استطاع,O,9783
أن,O,9784
يحسم,O,9785
الموقف,O,9786
بصورة,O,9787
نهائية,O,9788
هذه,O,9789
المرة,O,9790
عام,O,9791
1648,O,9792
م,O,9793
.,O,9794
قام,O,9796
الأخير,O,9797
بعقد,O,9798
جلسة,O,9799
خاصة,O,9800
للبرلمان,O,9801
،,O,9802
بعد,O,9803
أن,O,9804
تم,O,9805
انتقاء,O,9806
أعضائه,O,9807
من,O,9808
بين,O,9809
أنصار,O,9810
الثوريين,O,9811
،,O,9812
أصدر,O,9813
حكم,O,9814
بإعدام,O,9815
الملك,O,9816
،,O,9817
لتضرب,O,9818
عنقه,O,9819
في,O,9820
وايتهل,B-LOC,9821
،,O,9822
بالقرب,O,9823
من,O,9824
وستمنستر,B-LOC,9825
عام,O,9826
1649,O,9827
م,O,9828
.,O,9829
محمد,B-PERS,9831
بن,I-PERS,9832
عبد,I-PERS,9833
الكريم,I-PERS,9834
الخطابي,I-PERS,9835
(,O,9836
1882,O,9837
-,O,9838
1963,O,9839
),O,9840
أمير,O,9841
الريف,B-LOC,9842
(,O,9843
شمال,O,9844
المغرب,O,9845
),O,9846
.,O,9847
مؤسس,O,9849
جمهورية,B-LOC,9850
الريف,I-LOC,9851
.,O,9852
لقب,O,9853
ببطل,O,9854
الريف,B-LOC,9855
،,O,9856
وأسد,O,9857
الريف,B-LOC,9858
.,O,9859
بويع,O,9861
أميرا,O,9862
للمجاهدين,O,9863
.,O,9864
ورفض,O,9865
أن,O,9866
يبايع,O,9867
ملكا,O,9868
بالريف,B-LOC,9869
.,O,9870
(,O,9872
موقف,O,9873
اقتبس,O,9874
من,O,9875
القران,B-MISC,9876
),O,9877
.,O,9878
كما,O,9879
رفض,O,9880
ان,O,9881
يبايع,O,9882
خليفة,O,9883
للمسلمين,O,9884
.,O,9885
عاش,O,9887
مجاهدا,O,9888
متصوفا,O,9889
(,O,9890
بتعبير,O,9891
س,O,9892
أحمد,B-PERS,9893
المرابط,I-PERS,9894
),O,9895
(,O,9896
1,O,9897
),O,9898
.,O,9899
لم,O,9901
تغره,O,9902
المناصب,O,9903
والنياشين,O,9904
(,O,9905
عرض,O,9906
عليه,O,9907
محمد,B-PERS,9908
الخامس,I-PERS,9909
رتبة,O,9910
مارشال,O,9911
),O,9912
(,O,9913
1,O,9914
),O,9915
.,O,9916
ولا,O,9918
المال,O,9919
(,O,9920
رصد,O,9921
له,O,9922
البرلمان,O,9923
الهندي,O,9924
منحة,O,9925
خاصة,O,9926
),O,9927
رفض,O,9928
ذلك,O,9929
.,O,9930
(,O,9932
1,O,9933
),O,9934
--,O,9935
من,O,9936
مواليد,O,9937
بلدة,O,9938
اجدير,B-LOC,9939
بالريف,B-LOC,9940
سنة,O,9941
1882,O,9942
.,O,9943
تتلمد,O,9945
على,O,9946
يد,O,9947
والده,O,9948
(,O,9949
حفظ,O,9950
القرآن,O,9951
),O,9952
.,O,9953
ثم,O,9954
أتم,O,9955
دراسته,O,9956
بمدرسة,O,9957
الصفارين,B-MISC,9958
والشراطين,I-MISC,9959
ب,O,9960
(,O,9961
فاس,B-LOC,9962
),O,9963
.,O,9964
وعاد,O,9966
الى,O,9967
فاس,B-LOC,9968
كموفد,O,9969
من,O,9970
طرف,O,9971
والده,O,9972
الى,O,9973
السلطان,O,9974
عبد,B-PERS,9975
الحفيظ,I-PERS,9976
لشرح,O,9977
موقف,O,9978
والده,O,9979
من,O,9980
الحرب,O,9981
على,O,9982
(,O,9983
بو,B-PERS,9984
حمارة,I-PERS,9985
),O,9986
.,O,9987
مدة,O,9989
6,O,9990
أشهر,O,9991
.,O,9992
--,O,9993
تخرج,O,9994
من,O,9995
جامعة,B-MISC,9996
القرويين,I-MISC,9997
بفاس,B-LOC,9998
.,O,9999
بعد,O,10001
أن,O,10002
تشبع,O,10003
بالفقه,O,10004
الاسلامي,O,10005
والحديث,O,10006
--,O,10007
عمل,O,10008
معلما,O,10009
ثم,O,10010
قاضيا,O,10011
--,O,10012
قاضي,O,10013
القضاة,O,10014
في,O,10015
مدينة,O,10016
مليلية,B-LOC,10017
المحتلة,O,10018
--,O,10019
ومحرر,O,10020
في,O,10021
جريدة,O,10022
تلفراف,B-ORG,10023
الريف,I-ORG,10024
El,B-ORG,10025
Telegramma,I-ORG,10026
Del,I-ORG,10027
Rif,I-ORG,10028
--,O,10029
اعتقل,O,10030
في,O,10031
مليلية,B-LOC,10032
من,O,10033
طرف,O,10034
الاسبان,O,10035
ثم,O,10036
فر,O,10037
من,O,10038
السجن,O,10039
.,O,10040
والقي,O,10042
القبض,O,10043
عليه,O,10044
بعد,O,10045
ان,O,10046
كسرت,O,10047
رجله,O,10048
.,O,10049
قضى,O,10050
11,O,10051
شهرا,O,10052
بعد,O,10053
أن,O,10054
برأته,O,10055
المحكمة,O,10056
من,O,10057
التهم,O,10058
المنسوبة,O,10059
اليه,O,10060
.,O,10061
وعين,O,10063
قاضيا,O,10064
للقضاة,O,10065
من,O,10066
جديد,O,10067
.,O,10068
ولمافشلت,O,10069
المفاوضات,O,10070
بين,O,10071
أبيه,O,10072
(,O,10073
عبدالكريم,B-PERS,10074
),O,10075
والاسبان,O,10076
.,O,10077
عاد,O,10079
صحبة,O,10080
أخيه,O,10081
(,O,10082
س,O,10083
امحمد,B-PERS,10084
),O,10085
الى,O,10086
(,O,10087
أجدير,B-LOC,10088
),O,10089
لتنظيم,O,10090
صفوف,O,10091
القبائل,O,10092
وراءوالدهم,O,10093
الدي,O,10094
يقود,O,10095
المقاومة,O,10096
ب,O,10097
(,O,10098
تفرسيت,B-LOC,10099
),O,10100
ب,O,10101
(,O,10102
الناضور,B-LOC,10103
),O,10104
و,O,10105
.,O,10106
--,O,10108
وحد,O,10109
صفوف,O,10110
اهل,O,10111
الريف,B-LOC,10112
(,O,10113
شمال,O,10114
المغرب,B-LOC,10115
),O,10116
.,O,10117
قبائل,O,10119
:,O,10120
آيت,B-ORG,10121
وياغر,I-ORG,10122
(,O,10123
بني,B-ORG,10124
ورياغل,I-ORG,10125
),O,10126
آيت,B-ORG,10127
تمسمان,I-ORG,10128
آيت,B-ORG,10129
توزين,I-ORG,10130
ابقوين,I-ORG,10131
.,O,10132
.,O,10134
.,O,10135
(,O,10136
وباقي,O,10137
قبائل,O,10138
الريف,B-LOC,10139
وقبائل,O,10140
جبالة,B-ORG,10141
),O,10142
.,O,10143
وسماها,O,10145
القبائل,B-ORG,10146
المتحدة,I-ORG,10147
ومن,O,10148
انضم,O,10149
اليها,O,10150
.,O,10151
التي,O,10152
كانت,O,10153
تتقاتل,O,10154
لأسباب,O,10155
تافهة,O,10156
وحول,O,10157
صراعهم,O,10158
وقوتهم,O,10159
نحو,O,10160
العدو,O,10161
اللاسباني,O,10162
الذي,O,10163
احتل,O,10164
جل,O,10165
القبائل,O,10166
القريبة,O,10167
من,O,10168
مليلية,B-LOC,10169
ووصل,O,10170
الى,O,10171
قلب,O,10172
تمسمان,B-LOC,10173
الى,O,10174
أنوال,B-LOC,10175
وهنا,O,10176
دارت,O,10177
معركة,O,10178
أنوال,B-LOC,10179
الشهيرة,O,10180
حيث,O,10181
انهزم,O,10182
الظلم,O,10183
أمام,O,10184
الحق,O,10185
والاحتلال,O,10186
أمام,O,10187
التحرير,O,10188
والحرية,O,10189
والآليات,O,10190
الحربية,O,10191
المعاصرة,O,10192
أمام,O,10193
عزيمة,O,10194
القبائل,O,10195
الثوار,O,10196
المحاربين,O,10197
بالبندقية,O,10198
.,O,10199
(,O,10201
الدخيرة,O,10202
والزاد,O,10203
التين,O,10204
اليابس,O,10205
وخبز,O,10206
الشعير,O,10207
"""",O,10208
على,O,10209
مسؤولية,O,10210
المجاهد,O,10211
),O,10212
والجيش,O,10213
